CLIA Number,Laboratory Name,Certificate,City,State
42D0250442,MED UNIV OF SC DEPT OF PATH & LAB MED,3,CHARLESTON,SC
42D0250454,BON SECOURS-ST FRANCIS HOSP,3,CHARLESTON,SC
42D0251058,GEORGETOWN MEMORIAL HOSPITAL,3,GEORGETOWN,SC
42D0251405,COLLETON MEDICAL CENTER,3,WALTERBORO,SC
42D0251556,PEE DEE PATHOLOGY,3,FLORENCE,SC
42D0251597,CAROLINAS HOSPITAL SYSTEM - LABORATORY,3,FLORENCE,SC
42D0251606,MCLEOD REGNL MED CENTER LABORATORY,3,FLORENCE,SC
42D0251723,CONWAY MEDICAL CENTER,3,CONWAY,SC
42D0251797,MCLEOD MEDICAL CENTER,3,DILLON,SC
42D0251871,WILLIAMSBURG REGIONAL HOSPITAL,3,KINGSTREE,SC
42D0251888,LAKE CITY COMMUNITY HOSPITAL,1,LAKE CITY,SC
42D0251914,MCLEOD LORIS/SEACOAST HOSPITAL,3,LORIS,SC
42D0251945,MUSC HEALTH MARION MEDICAL CENTER PATHOLOGY &,3,MULLINS,SC
42D0252034,WACCAMAW COMMUNITY HOSPITAL LABORATORY,3,MURRELLS INLET,SC
42D0252092,GRAND STRAND REGIONAL MEDICAL CENTER LABORATORY,3,MYRTLE BEACH,SC
42D0252207,GREENVILLE DERMATOLOGY LLC,1,GREENVILLE,SC
42D0252265,ST FRANCIS HOSPITAL,3,GREENVILLE,SC
42D0252317,"BLOOD CONNECTION INC,THE",3,PIEDMONT,SC
42D0252365,"PATHOLOGY CONSULTANTS, INC",3,GREENVILLE,SC
42D0252634,ABBEVILLE AREA MEDICAL CENTER LABORATORY,3,ABBEVILLE,SC
42D0252730,ANMED HEALTH MEDICAL CENTER LABORATORY,3,ANDERSON,SC
42D0253201,PRISMA HEALTH - UPSTATE DBA PRISMA HEALTH,3,SENECA,SC
42D0253285,PRISMA HEALTH- UPSTATE DBA PRISMA HEALTH NORTH,3,TRAVELERS REST,SC
42D0253342,CHESTER REGIONAL MEDICAL CENTER,3,CHESTER,SC
42D0253423,SPRINGS MEMORIAL HOSPITAL,3,LANCASTER,SC
42D0253490,PIEDMONT MEDICAL CENTER LABORATORY,3,ROCK HILL,SC
42D0253884,BEAUFORT MEMORIAL HOSPITAL,3,BEAUFORT,SC
42D0253953,HILTON HEAD HOSPITAL-LAB,3,HILTON HEAD ISLAND,SC
42D0658606,SC DHEC PUBLIC HEALTH LABORATORY,1,COLUMBIA,SC
42D0658627,CELLIGENT DIAGNOSTICS,3,SPARTANBURG,SC
42D0658655,TRIDENT MEDICAL CENTER,3,CHARLESTON,SC
42D0658824,AIKEN REGIONAL MEDICAL CENTERS LAB,3,AIKEN,SC
42D0665325,LEXINGTON MEDICAL CENTER-LABORATORY,3,WEST COLUMBIA,SC
42D0665337,SELF REGIONAL HEALTHCARE MAIN LAB,3,GREENWOOD,SC
42D0665869,PRISMA HEALTH UPSTATE DBA PRISMA HEALTH,3,GREENVILLE,SC
42D0666656,"BON SECOURS ST FRANCIS, EASTSIDE HOSPITAL LAB",3,GREENVILLE,SC
42D0668492,PRISMA HEALTH - UPSTATE DBA,3,SIMPSONVILLE,SC
42D0678223,CAROLINA PINES REGIONAL MEDICAL CENTER,3,HARTSVILLE,SC
42D0678334,DERMATOLOGY ASSOCIATES,1,BEAUFORT,SC
42D0678335,DERMATOLOGY ASSOCIATES,1,HILTON HEAD ISLAND,SC
42D0681720,PRISMA HEALTH - USPTATE DBA,3,GREER,SC
42D0682618,CHEROKEE MEDICAL CENTER,3,GAFFNEY,SC
42D0685422,ROPER BERKELEY DAY HOSPITAL LABORATORY,3,MONCKS CORNER,SC
42D0699978,EAST COOPER MEDICAL CENTER,3,MT PLEASANT,SC
42D0703266,TRIDENT MEDICAL CENTER - SUMMERVILLE,3,SUMMERVILLE,SC
42D0713042,MARLBORO CHESTERFIELD PATHOLOGY PC,3,PINEHURST,NC
42D0913030,"PRACTICE, THE",3,COLUMBIA,SC
42D0931155,LABORATORY AT ANMED HEALTH WOMEN'S AND CHILDREN'S,3,ANDERSON,SC
42D0955961,"PROVIDENCE HOSPITAL, LLC",3,COLUMBIA,SC
42D0963644,ANDERSON FAMILY CARE,3,ANDERSON,SC
42D0975525,MCLEOD LORIS/SEACOAST HOSPITAL,3,LITTLE RIVER,SC
42D1038864,PRISMA HEALTH PARKRIDGE LABORATORY,3,COLUMBIA,SC
42D1054341,KEOWEE PRIMARY CARE AND INTERNAL MEDICINE PC,3,SENECA,SC
42D1054738,SANTEE EXPRESS CARE LAB,3,SANTEE,SC
42D1080642,"AMERICAN HEALTH ASSOCIATES, INC",1,SPARTANBURG,SC
42D1102371,"KERSHAW HOSPITAL, LLC DBA",3,ELGIN,SC
42D2013764,MOUNT PLEASANT HOSPITAL LABORATORY,3,MOUNT PLEASANT,SC
42D2017829,PREMIER MEDICAL,3,GREENVILLE,SC
42D2032931,LABTECH DIAGNOSTIC LLC,3,ANDERSON,SC
42D2059817,BAMBERG BARNWELL EMERGENCY MEDICAL CENTER,3,DENMARK,SC
42D2083514,"ST FRANCIS HOSPITAL, INC CANCER CENTER",3,GREENVILLE,SC
42D2085329,CENTREPOINTE EMERGENCY,3,NORTH CHARLESTON,SC
42D2108263,MCLEOD HEALTH CHERAW,3,CHERAW,SC
42D2150400,"VIKOR SCIENTIFIC, LLC",3,CHARLESTON,SC
42D2156815,FAIRFIELD FSED,3,WINNSBORO,SC
43D0041551,MILBANK AREA HOSPITAL/AVERA HEALTH,1,MILBANK,SD
43D0041555,COTEAU DES PRAIRIES HEALTHCARE SYSTEM,1,SISSETON,SD
43D0041687,MONUMENT HEALTH CUSTER HOSPITAL,3,CUSTER,SD
43D0406780,BROOKINGS HEALTH SYSTEM,1,BROOKINGS,SD
43D0406836,AVERA FLANDREAU HOSPITAL,3,FLANDREAU,SD
43D0406962,AVERA SACRED HEART HOSPITAL LABORATORY,3,YANKTON,SD
43D0406973,YANKTON MEDICAL CLINIC,3,YANKTON,SD
43D0407008,SANFORD LABORATORIES - EAST,3,SIOUX FALLS,SD
43D0407136,SANFORD LABORATORIES - BERESFORD,3,BERESFORD,SD
43D0407227,SANFORD MEDICAL CENTER,3,SIOUX FALLS,SD
43D0407349,SANFORD DEUEL COUNTY MEDICAL CENTER,1,CLEAR LAKE,SD
43D0407358,AVERA DE SMET MEMORIAL HOSPITAL,1,DE SMET,SD
43D0407386,WOODROW WILSON KEEBLE MEMORIAL HEALTH CARE CENTER,3,SISSETON,SD
43D0407438,AVERA GRASSLAND DIAGNOSTIC,1,MITCHELL,SD
43D0407454,DOUGLAS COUNTY MEMORIAL HOSPITAL,1,ARMOUR,SD
43D0407501,HURON CLINIC FOUNDATION LTD,1,HURON,SD
43D0407513,HURON REGIONAL MEDICAL CENTER,1,HURON,SD
43D0407563,WAGNER COMMUNITY MEMORIAL HOSPITAL AVERA,3,WAGNER,SD
43D0407700,AVERA GETTYSBURG HOSPITAL,3,GETTYSBURG,SD
43D0407761,AVERA ST MARYS HOSPITAL LABORATORY,3,PIERRE,SD
43D0407796,US PUBLIC HEALTH SERVICE HOSPITAL,3,ROSEBUD,SD
43D0407818,MOBRIDGE REGIONAL HOSPITAL,1,MOBRIDGE,SD
43D0407918,BLACK HILLS PEDIATRICS & NEONATOLOGY,3,RAPID CITY,SD
43D0408047,OYATE HEALTH CENTER,3,RAPID CITY,SD
43D0408056,RAPID CITY REGIONAL HOSPITAL,3,RAPID CITY,SD
43D0408124,US PUBLIC HEALTH SERVICE HOSPITAL,3,PINE RIDGE,SD
43D0408146,MONUMENT HEALTH SPEARFISH HOSPITAL,1,SPEARFISH,SD
43D0658857,SANFORD HOSPITAL CANTON-INWOOD,3,CANTON,SD
43D0658878,AVERA MCKENNAN HOSPITAL,3,SIOUX FALLS,SD
43D0658888,PHYSICIANS LABORATORY LTD,3,SIOUX FALLS,SD
43D0658934,FAULKTON AREA MEDICAL CENTER,1,FAULKTON,SD
43D0658941,SOUTH DAKOTA PUBLIC HEALTH LABORATORY,1,PIERRE,SD
43D0658962,GEIB ELSTON FROST PROFESSIONAL ASSOCIATION,3,RAPID CITY,SD
43D0670428,AVERA ST LUKES,3,ABERDEEN,SD
43D0672466,MONUMENT HEALTH DERMATOLOGY,1,RAPID CITY,SD
43D0675751,SANFORD LABORATORIES - 49TH AND OXBOW,3,SIOUX FALLS,SD
43D0677894,SANFORD LABORATORIES - 34TH AND KIWANIS,3,SIOUX FALLS,SD
43D0686059,PHS INDIAN HEALTH CENTER,3,MC LAUGHLIN,SD
43D0707587,AVERA QUEEN OF PEACE HEALTH SERVICES,3,MITCHELL,SD
43D0861172,SANFORD VERMILLION HOSPITAL,3,VERMILLION,SD
43D0926810,DAKOTA DERMATOLOGY LTD,1,SIOUX FALLS,SD
43D0931085,MERCYONE DAKOTA DUNES MEDICAL LABORATORIES,3,DAKOTA DUNES,SD
43D0932948,SANFORD LABORATORIES - 4TH AND SYCAMORE,3,SIOUX FALLS,SD
43D0934475,SANFORD LABORATORIES - HARTFORD,3,HARTFORD,SD
43D0980646,AVERA HEART HOSPITAL OF SOUTH DAKOTA,3,SIOUX FALLS,SD
43D0987115,VA ROYAL C JOHNSON MEMORIAL HOSP & ROC,3,SIOUX FALLS,SD
43D0993471,BLACK HILLS DERMATOLOGY CENTRE,1,RAPID CITY,SD
43D1002016,SANFORD LABORATORIES - REFERENCE LABORATORY,3,SIOUX FALLS,SD
43D1012335,SANFORD LABORATORIES - 69TH AND MINNESOTA,3,SIOUX FALLS,SD
43D1043888,SANFORD LABORATORIES - 32 AND ELLIS,3,SIOUX FALLS,SD
43D1045573,SANFORD LABORATORIES - BROOKINGS,3,BROOKINGS,SD
43D1046006,SANFORD LABORATORIES - BRANDON,3,BRANDON,SD
43D1052889,SANFORD LABORATORIES - RAPID CITY,3,RAPID CITY,SD
43D1065686,SANFORD LABORATORIES - PIERRE,3,PIERRE,SD
43D1099609,SANFORD CLINIC IPSWICH LABORATORY,3,IPSWICH,SD
43D1099610,SANFORD ABERDEEN MEDICAL CENTER LABORATORY,3,ABERDEEN,SD
43D2024105,SANFORD LABORATORIES WATERTOWN,3,WATERTOWN,SD
43D2068534,SANFORD LABORATORIES - 69TH & LOUISE,3,SIOUX FALLS,SD
44D0028470,MOUNTAIN STATES HEALTH ALLIANCE,3,ERWIN,TN
44D0028946,ST JUDE CHILDREN'S RESEARCH HOSPITAL,3,MEMPHIS,TN
44D0029109,MARTIN HEALTH,3,MARTIN,TN
44D0029241,MAURY REGIONAL HOSPITAL,3,COLUMBIA,TN
44D0029284,HILLSIDE HOSPITAL LABORATORY,3,PULASKI,TN
44D0029347,"LAB PLUS, LLC",3,SPARTA,TN
44D0234042,TENNESSEE UROLOGY ASSOCIATES PLLC,1,OAK RIDGE,TN
44D0306516,TRISTAR ASHLAND CITY MEDICAL CENTER,3,ASHLAND CITY,TN
44D0306614,RIVERVIEW MEDICAL CENTER LLC,3,CARTHAGE,TN
44D0306626,"LAB PLUS, LLC",3,CENTERVILLE,TN
44D0306792,HORIZON MEDICAL CENTER,3,DICKSON,TN
44D0307055,TROUSDALE MEDICAL CENTER,3,HARTSVILLE,TN
44D0307141,HENDERSONVILLE HOSPITAL CORPORATION,3,HENDERSONVILLE,TN
44D0307212,"MACON HOSPITAL, INC",3,LAFAYETTE,TN
44D0307292,VANDERBILT UNIVERSITY MEDICAL CENTER,3,LEBANON,TN
44D0307408,"LAB PLUS, LLC",3,MC MINNVILLE,TN
44D0307709,MURFREESBORO MEDICAL CLINIC,1,MURFREESBORO,TN
44D0307727,"LAB PLUS, LLC",3,MURFREESBORO,TN
44D0307800,"SHELBYVILLE HOSPITAL COMPANY, LLC",3,SHELBYVILLE,TN
44D0307828,"LAB PLUS, LLC",3,SMITHVILLE,TN
44D0307908,NORTHCREST MEDICAL CENTER,3,SPRINGFIELD,TN
44D0307950,THREE RIVERS HOSPITAL,3,WAVERLY,TN
44D0307998,"LAB PLUS, LLC AT SAINT THOMAS WEST HOSPITAL",3,NASHVILLE,TN
44D0308378,HCA HEALTH SERVICES OF TN,3,NASHVILLE,TN
44D0308808,HCA HEALTH SERVICES OF TENNESSEE INC,3,NASHVILLE,TN
44D0308963,HCA HEALTH SERVICES OF TN INC,3,HERMITAGE,TN
44D0309201,"LAB PLUS, LLC AT SAINT THOMAS MIDTOWN HOSPITAL",3,NASHVILLE,TN
44D0309239,STARR REGIONAL MEDICAL CENTER-ATHENS,3,ATHENS,TN
44D0309307,"CLEVELAND TENNESSEE HOSPITAL COMPANY, LLC",3,CLEVELAND,TN
44D0309512,STARR REGIONAL MEDICAL CENTER-ETOWAH,3,ETOWAH,TN
44D0309543,LINCOLN MEDICAL CENTER,3,FAYETTEVILLE,TN
44D0309715,"SOUTHERN TENNESSEE MEDICAL CENTER, LLC",3,SEWANEE,TN
44D0309747,PARKRIDGE WEST HOSPITAL,3,JASPER,TN
44D0309812,"TULLAHOMA HMA, LLC",3,TULLAHOMA,TN
44D0309870,SOUTHERN TENNESSEE MEDICAL CENTER,3,WINCHESTER,TN
44D0309986,BLOOD ASSURANCE INC,3,CHATTANOOGA,TN
44D0310200,MEMORIAL HOSPITAL LABORATORY,3,CHATTANOOGA,TN
44D0310629,STATE OF FRANKLIN HEALTHCARE,1,JOHNSON CITY,TN
44D0310689,JOHNSON CITY MEDICAL CENTER,3,JOHNSON CITY,TN
44D0310921,SYCAMORE SHOALS HOSPITAL,3,ELIZABETHTON,TN
44D0311044,INDIAN PATH MEDICAL CENTER,3,KINGSPORT,TN
44D0311062,WELLMONT HEATH SYSTEM,3,KINGSPORT,TN
44D0311066,"QUEST DIAGNOSTICS CLINICAL LABORATORIES, INC",3,KINGSPORT,TN
44D0311369,"TAKOMA REGIONAL HOSPITAL, INC",3,GREENEVILLE,TN
44D0311393,ROANE MEDICAL CENTER,3,HARRIMAN,TN
44D0311444,"JEFFERSON COUNTY HMA, LLC DBA TENNOVA HEALTHCARE-",3,JEFFERSON CITY,TN
44D0311630,BLOUNT MEMORIAL HOSPITAL,3,MARYVILLE,TN
44D0311776,LAKEWAY DERMATOLOGY ASSOCIATES,1,MORRISTOWN,TN
44D0311826,MORRISTOWN-HAMBLEN HOSPITAL,3,MORRISTOWN,TN
44D0311971,METHODIST MEDICAL CENTER,3,OAK RIDGE,TN
44D0312200,CLAIBORNE MEDICAL CENTER,3,TAZEWELL,TN
44D0312408,FORT SANDERS REGIONAL MEDICAL CENTER,3,KNOXVILLE,TN
44D0312416,"QUEST DIAGNOSTICS CLINICAL LABORATORIES, INC",3,KNOXVILLE,TN
44D0313325,BAPTIST MEMORIAL HOSPITAL TIPTON,3,COVINGTON,TN
44D0313396,DYERSBURG HEALTH,3,DYERSBURG,TN
44D0313808,METHODIST HEALTHCARE UNIVERSITY HOSPITAL,3,MEMPHIS,TN
44D0314320,METHODIST LEBONHEUR HEALTHCARE SOUTH,3,MEMPHIS,TN
44D0315453,JACKSON-MADISON COUNTY GENERAL HOSP,3,JACKSON,TN
44D0315681,LEXINGTON HOSPITAL CORPORATION,3,LEXINGTON,TN
44D0315711,MILAN GENERAL HOSPITAL LABORATORY,3,MILAN,TN
44D0315974,CROCKETT HOSPITAL,3,LAWRENCEBURG,TN
44D0316108,COMMUNITY PATHOLOGY LABORATORY,3,COOKEVILLE,TN
44D0316112,COOKEVILLE REGIONAL MEDICAL CENTER,3,COOKEVILLE,TN
44D0316206,CUMBERLAND MEDICAL CENTER INC,3,CROSSVILLE,TN
44D0316240,"JAMESTOWN TN MEDICAL CENTER, INC",3,JAMESTOWN,TN
44D0658987,WILLIAMSON MEDICAL CENTER,3,FRANKLIN,TN
44D0659062,TENNESSEE DEPARTMENT OF HEALTH,1,NASHVILLE,TN
44D0659066,VANDERBILT UNIVERSITY MEDICAL CENTER,3,NASHVILLE,TN
44D0659111,BARONESS ERLANGER HOSPITAL,3,CHATTANOOGA,TN
44D0659180,EAST TN REPRODUCTIVE ENDOCRINE LAB,1,MOUNTAIN HOME,TN
44D0659202,"CAMPBELL COUNTY HMA, LLC",3,LA FOLLETTE,TN
44D0659207,FORT LOUDOUN MEDICAL CENTER,3,LENOIR CITY,TN
44D0659234,LECONTE MEDICAL CENTER,3,SEVIERVILLE,TN
44D0659252,KNOXVILLE REGIONAL LABORATORY,1,KNOXVILLE,TN
44D0659291,PARK WEST MEDICAL CENTER,3,KNOXVILLE,TN
44D0659319,METHODIST HEALTHCARE - MEMPHIS HOSP,3,MEMPHIS,TN
44D0659341,AMI ST FRANCIS HOSPITAL LABORATORY,3,MEMPHIS,TN
44D0659403,CAMDEN GENERAL HOSPITAL,3,CAMDEN,TN
44D0667376,SWEETWATER HOSPITAL LAB,3,SWEETWATER,TN
44D0668969,WELLMONT HEALTH SYSTEM,3,BRISTOL,TN
44D0670065,"CLARKSVILLE HEALTH SYSTEM, G P",3,CLARKSVILLE,TN
44D0670222,CSL PLASMA INC,1,KNOXVILLE,TN
44D0676451,DERMATOLOGY ASSOCIATES OF OAK RIDGE,1,OAK RIDGE,TN
44D0681558,HARDIN MEDICAL CENTER,3,SAVANNAH,TN
44D0684096,HTI MEMORIAL HOSPITAL CORPORATION,3,NASHVILLE,TN
44D0685531,"LAB PLUS, LLC",3,WOODBURY,TN
44D0688266,GENETICS ASSOCIATES,3,NASHVILLE,TN
44D0688273,NORTH JACKSON HEALTH,3,JACKSON,TN
44D0690507,LABORATORY CORPORATION OF AMERICA,3,KNOXVILLE,TN
44D0697097,CAH ACQUISITION COMPANY 11 LLC,3,RIPLEY,TN
44D0700807,BOLIVAR GENERAL HOSPITAL,3,BOLIVAR,TN
44D0711090,"COCKE COUNTY HMA, LLC D/B/A TENNOVA HEALTHCARE-",3,NEWPORT,TN
44D0712520,EAST TENNESSEE CHILDREN'S HOSPITAL,3,KNOXVILLE,TN
44D0857858,SHELBY COUNTY HEALTH CARE CORPORATION,3,MEMPHIS,TN
44D0859137,GALEN MEDICAL LABORATORY PC,1,HIXSON,TN
44D0869618,RHEUMATOLOGY & DERMATOLOGY ASSOC PC,1,CORDOVA,TN
44D0873256,ADULT AND PEDIATRIC DERMATOLOGY OF,1,TULLAHOMA,TN
44D0889744,MEMPHIS PATHOLOGY LABORATORY,3,MEMPHIS,TN
44D0889747,GENETIC ASSAYS INC,1,NASHVILLE,TN
44D0915029,POPLAR HEALTHCARE PLLC,3,MEMPHIS,TN
44D0921927,SUMMIT MEDICAL GROUP CENTRAL LAB,3,KNOXVILLE,TN
44D0923531,WATAUGA PATHOLOGY ASSOCIATES PC,3,JOHNSON CITY,TN
44D0948725,MOLECULAR PATHOLOGY LABORATORY,3,MARYVILLE,TN
44D0951883,DICKSON MEDICAL ASSOCIATES PC PATH LAB,3,DICKSON,TN
44D0954958,HIGHLANDS PATHOLOGY CONSULTANTS PC,3,KINGSPORT,TN
44D0975929,QUEST DIAGNOSTICS INC,1,NASHVILLE,TN
44D0984545,BAPTIST MEMORIAL HOSPITAL FOR WOMEN,3,MEMPHIS,TN
44D1012344,"METRO KNOXVILLE HMA, LLC",3,KNOXVILLE,TN
44D1018102,HCA HEALTH SERVICES OF TENNESSEE,3,SMYRNA,TN
44D1022793,INTERSTATE BLOOD BANK INC,1,MEMPHIS,TN
44D1025716,SAINT FRANCIS HOSPITAL BARTLETT,3,BARTLETT,TN
44D1066820,ASSOCIATED PATHOLOGISTS LLC,3,CHATTANOOGA,TN
44D1071815,"METRO KNOXVILLE HMA, LLC- TENNOVA HEALTHCARE-",3,POWELL,TN
44D1083354,VANDERBILT UNIVERSITY MEDICAL CENTER,3,NASHVILLE,TN
44D1084007,ASSOCIATED PATHOLOGISTS LLC,3,CHATTANOOGA,TN
44D1093367,VANDERBILT UNIVERSITY MEDICAL CENTER,3,NASHVILLE,TN
44D2035674,PAIN INSTITUTE OF NASHVILLE PLC,3,CLARKSVILLE,TN
44D2049954,TRISTAR ER SPRING HILL,3,SPRING HILL,TN
44D2061419,INTEGRALABS MDG INCORPORATED,3,PINEY FLATS,TN
44D2062928,"ASSOCIATED PATHOLOGISTS, LLC",3,NASHVILLE,TN
44D2068939,HENDERSONVILLE HOSPITAL CORP,3,PORTLAND,TN
44D2081254,ASSOCIATED PATHOLOGISTS LLC,3,CLEVELAND,TN
44D2094997,TRI STAR NATCHEZ ED,3,DICKSON,TN
44D2117782,CHATTANOOGA SKIN & CANCER CLINIC CLEVELAND,1,CLEVELAND,TN
44D2137534,LABORATORY CORPORATION OF AMERICA HOLDINGS,1,MC KENZIE,TN
44D2138669,TENNOVA ER - SANGO,3,CLARKSVILLE,TN
44D2155112,TRISTAR MOUNT JULIET FREE-STANDING EMERGENCY ROOM,3,MOUNT JULIET,TN
44D2159309,DERMATOPATHOLOGY PARTNERS PC,1,KNOXVILLE,TN
45D0051484,"SHERMAN / GRAYSON HOSPITAL, LLC",3,SHERMAN,TX
45D0051832,BAYLOR UNIV MED CTR DEPT OF PATHOLOGY,3,DALLAS,TX
45D0052065,"TYLER REGIONAL HOSPITAL, LLC",3,TYLER,TX
45D0052220,NACOGDOCHES MEMORIAL HOSPITAL/LAB,3,NACOGDOCHES,TX
45D0052440,MEDICAL CITY FORT WORTH,3,FORT WORTH,TX
45D0052500,"TEXAS HEALTH HUGULEY ,INC",3,BURLESON,TX
45D0052633,UNITED REGIONAL HEALTH CARE SYSTEM LAB,3,WICHITA FALLS,TX
45D0052671,HAMILTON HOSPITAL LABORATORY,1,OLNEY,TX
45D0053104,MEMORIAL HERMANN LABORATORY SERVICES,3,HOUSTON,TX
45D0053108,CHI ST LUKE'S HEALTH BCM MEDICAL CENTER,3,HOUSTON,TX
45D0053438,CONROE REGIONAL MEDICAL CENTER LAB,3,CONROE,TX
45D0054055,MEMORIAL MEDICAL CENTER,1,PORT LAVACA,TX
45D0054107,LAREDO REGIONAL MEDICAL CENTER LP,3,LAREDO,TX
45D0054239,METROPOLITAN METHODIST HOSPITAL,3,SAN ANTONIO,TX
45D0054347,METHODIST HOSPITAL,3,SAN ANTONIO,TX
45D0054350,CHILDREN'S HOSPITAL OF SAN ANTONIO,3,SAN ANTONIO,TX
45D0054973,GPCH LLC,3,BORGER,TX
45D0055204,COVENANT MEDICAL CENTER LABORATORY,3,LUBBOCK,TX
45D0055388,ODESSA REGIONAL HOSPITAL CLINICAL LAB,3,ODESSA,TX
45D0055499,DEL SOL MEDICAL CENTER,3,EL PASO,TX
45D0476271,SANA HEALTHCARE,3,CARROLLTON,TX
45D0477087,BAYLOR SCOTT & WHITE MEDICAL CENTER-IRVING,3,IRVING,TX
45D0477588,MEDICAL CENTER OF PLANO LAB,3,PLANO,TX
45D0477942,BAYLOR SCOTT & WHITE MEDICAL CENTER - LAKE POINTE,3,ROWLETT,TX
45D0478401,ELLIS COUNTY MEDICAL ASSOC,1,ENNIS,TX
45D0479604,CITY HOSPITAL AT WHITE ROCK,3,DALLAS,TX
45D0480116,DALLAS MEDICAL CENTER LLC,3,DALLAS,TX
45D0480381,LABORATORY CORPORATION OF AMERICA,3,DALLAS,TX
45D0480723,TEXAS HEALTH PRESBYTERIAN DALLAS,3,DALLAS,TX
45D0481024,CHILDREN'S MEDICAL CENTER LABORATORY,3,DALLAS,TX
45D0481057,PARKLAND HEALTH & HOSPITAL - MAIN LAB,3,DALLAS,TX
45D0481829,METHODIST MEDICAL CENTER MAIN LAB,3,DALLAS,TX
45D0481878,HUNT REGIONAL MEDICAL CENTER,3,GREENVILLE,TX
45D0482217,CHRISTUS MOTHER FRANCES HOSPITAL-,3,SULPHUR SPRINGS,TX
45D0482373,BRIM HEALTHCARE OF TEXAS LLC,3,TEXARKANA,TX
45D0482673,DIAGNOSTIC CLINIC OF LONGVIEW,1,LONGVIEW,TX
45D0482903,"HENDERSON HOSPITAL, LLC",3,HENDERSON,TX
45D0482986,CHRISTUS GOOD SHEPHERD MEDICAL CENTER MARSHALL,3,MARSHALL,TX
45D0483323,MOTHER FRANCES HOSPITAL LABORATORY,3,TYLER,TX
45D0483617,"JACKSONVILLE HOSPITAL, LLC",3,JACKSONVILLE,TX
45D0483716,UTHCT - PATHOLOGY,3,TYLER,TX
45D0483784,TRINITY VALLEY DIAGNOSTIC CLINIC,3,PALESTINE,TX
45D0483785,PALESTINE REGIONAL MEDICAL,3,PALESTINE,TX
45D0483827,FREESTONE MEDICAL CENTER,1,FAIRFIELD,TX
45D0483961,MEMORIAL MEDICAL CTR OF EAST TEXAS-LAB,3,LUFKIN,TX
45D0483981,WOODLAND HEIGHTS MEDICAL CENTER LAB,3,LUFKIN,TX
45D0484053,CHRISTUS SOUTHEAST TEXAS,3,JASPER,TX
45D0484177,NACOGDOCHES MEDICAL CENTER HOSPITAL,3,NACOGDOCHES,TX
45D0484474,TEXAS HEALTH ARLINGTON MEMORIAL,3,ARLINGTON,TX
45D0484737,MEDICAL CITY ARLINGTON,3,ARLINGTON,TX
45D0484952,TEXAS HEALTH HARRIS METHODIST HOSPITAL,3,BEDFORD,TX
45D0485200,GLEN ROSE MEDICAL CENTER,3,GLEN ROSE,TX
45D0485229,GRAHAM REGIONAL MEDICAL CENTER,3,GRAHAM,TX
45D0485270,LAKE GRANBURY MEDICAL CENTER,3,GRANBURY,TX
45D0485529,PALO PINTO GENERAL HOSPITAL,3,MINERAL WELLS,TX
45D0485582,MEDICAL CITY WEATHERFORD,3,WEATHERFORD,TX
45D0486057,COOK CHILDRENS MEDICAL CENTER,3,FORT WORTH,TX
45D0486110,JOHN PETER SMITH HOSPITAL/MAIN LAB,3,FORT WORTH,TX
45D0486793,MEDICAL CITY NORTH HILLS-CENTRAL LAB,3,NORTH RICHLAND HILLS,TX
45D0486889,TEXAS HEALTH HARRIS METHODIST HOSPITAL,3,FORT WORTH,TX
45D0487239,MEDICAL CITY DENTON LABORATORY,3,DENTON,TX
45D0487422,NORTH TEXAS MEDICAL CENTER,1,GAINESVILLE,TX
45D0487813,WILBARGER GENERAL HOSPITAL,1,VERNON,TX
45D0487987,BAYLOR SCOTT & WHITE MCLANE CHILDREN'S MED CNTR,3,TEMPLE,TX
45D0488073,BAYLOR SCOTT & WHITE MEDICAL CENTER - TEMPLE,3,TEMPLE,TX
45D0488163,HAMILTON GENERAL HOSPITAL,3,HAMILTON,TX
45D0488218,ADVENT HEALTH CENTRAL TEXAS,3,KILLEEN,TX
45D0488344,GOODALL-WITCHER HOSPITAL,3,CLIFTON,TX
45D0488500,ASCENSION PROVIDENCE,3,WACO,TX
45D0488600,BAYLOR SCOTT AND WHITE HEALTHCARE - HILLCREST,3,WACO,TX
45D0488603,CLINICAL PATHOLOGY ASSOCIATES WACO DIVISION,3,WACO,TX
45D0488861,BROWNWOOD REGIONAL MEDICAL CENTER LAB,3,BROWNWOOD,TX
45D0488872,BALLINGER MEMORIAL HOSPITAL/LABORATORY,1,BALLINGER,TX
45D0489079,SAN ANGELO COMMUNITY MEDICAL CENTER,3,SAN ANGELO,TX
45D0489340,"SJ MEDICAL CENTER, LLC DBA ST JOSEPH MEDICAL",3,HOUSTON,TX
45D0489693,MEDICAL CLINIC OF HOUSTON/LABORATORY,3,HOUSTON,TX
45D0490589,MEMORIAL HERMANN MEMORIAL CITY HOSP,3,HOUSTON,TX
45D0491435,BEN TAUB GEN HOSPITAL CLINICAL LAB,3,HOUSTON,TX
45D0491588,UT MD ANDERSON CLINICAL LAB,3,HOUSTON,TX
45D0492027,SOUTHWEST WOMEN'S HEALTH ALLIANCE PLLC,3,HOUSTON,TX
45D0492541,HOUSTON METHODIST CLEAR LAKE HOSPITAL,3,HOUSTON,TX
45D0493380,MEMORIAL HOSPITAL SOUTHWEST LAB,3,HOUSTON,TX
45D0493805,HCA HOUSTON HEALTHCARE WEST,3,HOUSTON,TX
